cph,easting,northing,cattle,pigs,sheep,goats,deer
8/334/6507,375900,506900,20,0,535,0,0
8/320/6512,376900,508200,0,0,139,0,0
8/320/6514,377100,508100,0,0,98,0,0
8/169/6514,361400,538500,0,0,4,0,0
8/309/6520,372900,522000,0,0,9,0,0
8/314/6502,372800,522400,0,0,2,0,0
8/309/6522,368100,518800,8,0,0,0,0
8/395/6524,365400,518100,33,0,612,0,0
8/335/6510,379600,510200,0,0,101,0,0
8/317/6503,379400,509800,13,0,74,0,0
8/335/6513,379100,510600,40,0,34,0,0
8/320/6519,378000,510900,7,0,0,0,0
8/320/6522,379200,512700,0,0,136,1,0
8/315/6520,369500,511400,44,0,865,0,0
12/3/6508,411500,525000,0,0,220,0,0
12/12/6509,413000,525000,0,0,84,0,0
12/3/6506,412300,525300,0,0,78,0,0
12/3/6507,411300,525100,8,0,25,0,0
31/44/9003,402800,581300,0,1,0,0,0
12/40/6508,414900,528200,51,0,80,0,0
31/367/6511,383500,566700,0,0,398,0,0
12/12/6501,409700,526500,122,0,0,0,0
31/185/6502,380500,568500,0,0,296,0,0
12/55/6503,418500,524900,0,0,75,0,0
12/55/6501,418800,524200,120,0,160,6,0
4/615/8,441700,509000,0,0,62,0,0
12/3/6501,413300,523500,0,0,11,0,0
48/474/6500,482400,514500,77,0,193,0,0
8/311/61,379300,514800,0,0,48,0,0
8/313/13,372300,509200,0,0,372,0,0
12/14/146,397795,528222,0,0,3,0,0
12/31/536,423600,530200,0,0,0,1,0
31/368/39,401803,553934,0,0,0,2,0
31/371/213,390844,565564,0,0,0,3,0
31/371/214,392028,563324,0,0,0,3,0
31/371/6030,390923,561877,0,0,0,3,0
31/407/43,391700,569000,0,0,0,5,0
48/137/6000,420300,498800,0,0,0,6,0
48/142/176,469586,509761,0,0,0,1,0
48/175/67,497176,495558,0,0,0,2,0
48/478/54,488700,507500,0,0,0,13,0
48/486/6000,487065,510802,0,0,0,5,0
48/491/6001,479900,510300,0,0,0,4,0
12/1/9028,404692,517200,0,0,0,6,0
12/4/84,399100,524300,0,0,0,9,0
12/12/202,411497,526789,0,0,0,7,0
12/31/524,421600,528300,0,0,0,13,0
12/31/538,423700,529600,0,0,0,10,0
12/31/562,394804,541450,0,0,0,1,0
12/53/124,423200,526600,0,0,0,3,0
12/53/7003,422200,526400,0,0,0,4,0
12/61/9010,437000,542100,0,0,0,4,0
12/114/30,432030,532036,0,0,0,4,0
12/116/104,424500,539200,0,0,0,4,0
12/128/157,425100,532900,0,0,0,2,0
12/128/159,424857,532817,0,0,0,2,0
12/128/164,424200,534000,0,0,0,8,0
12/178/50,417900,543400,0,0,0,3,0
12/186/166,419499,549402,0,0,0,12,0
12/195/34,440100,546600,0,0,0,14,0
12/197/44,441491,549649,0,0,0,7,0
12/197/9012,442800,549500,0,0,0,2,0
12/213/7000,436573,521368,0,0,0,13,0
12/265/127,426500,541300,0,0,0,13,0
12/265/129,420900,551100,0,0,0,5,0
12/265/135,416700,551700,0,0,0,6,0
12/265/6002,420600,548900,0,0,0,4,0
30/748/7004,420400,562100,0,0,0,8,0
30/748/7010,416055,566591,0,0,0,1,0
30/756/37,438200,553700,0,0,0,3,0
30/764/110,438200,550800,0,0,0,1,0
30/764/5000,438000,560500,0,0,0,1,0
8/169/84,367654,537634,1,0,0,7,0
48/61/9004,446900,491700,0,0,0,87,0
48/67/9002,446900,491700,0,0,0,2,0
48/11/15,442600,494700,46,0,341,0,0
48/11/20,443426,493986,392,28,317,0,0
48/11/22,443000,494400,0,0,35,0,0
48/12/1,442600,492300,29,0,148,0,0
48/14/1,434812,503635,0,0,576,0,0
48/14/2,434438,504378,0,488,0,0,0
48/14/4,434897,503772,7,0,0,0,0
48/14/5,434500,503500,475,0,294,0,0
48/14/8,436200,502500,66,0,3,0,0
48/175/5,497100,495100,373,29,4,0,0
48/175/7,496606,494438,0,0,0,2,0
48/175/8,496209,495742,94,0,0,0,0
48/175/11,496174,495768,64,8,1410,0,0
48/175/17,495100,495700,257,0,3550,0,0
48/473/17,486532,509285,14,0,0,0,0
48/473/9006,485800,508900,44,0,0,0,0
48/474/10,482784,512457,137,0,296,0,0
48/475/1,477018,515619,0,0,151,0,0
48/475/2,477100,515600,58,0,0,0,0
48/475/3,477300,515700,74,36,643,0,0
48/475/4,477076,515629,0,0,0,8,0
48/475/8,477600,517000,22,0,1906,0,0
48/476/4,480900,506300,26,0,71,0,0
48/476/15,479710,499111,0,0,688,0,0
48/476/16,478900,504100,206,0,0,0,0
48/479/86,492718,504168,30,0,0,0,0
48/479/94,493412,502996,0,0,37,2,0
48/479/115,495407,505717,3,0,10,0,0
48/479/120,493700,504700,64,0,195,0,0
48/479/136,493464,502812,0,0,13,0,0
48/479/142,493470,501310,0,0,795,0,0
48/479/143,492048,503285,0,0,188,0,0
48/479/155,494088,505061,0,0,4,0,0
48/479/159,493585,502986,0,0,0,5,130
48/479/161,492090,502690,323,0,0,0,0
48/479/165,493577,502970,7,0,0,0,0
48/479/167,492200,503400,92,4,436,0,0
48/479/169,492900,500700,4,0,0,0,0
48/479/170,493900,501400,119,0,0,0,0
48/479/172,493600,505500,0,0,35,0,0
8/322/6518,367300,524700,0,0,62,0,0
12/8/1,415800,522800,14,1,827,0,0
12/22/4,411015,514651,0,900,0,0,0
12/23/34,413800,517900,2,1,52,0,0
12/24/7,405600,525300,21,1,118,0,0
12/31/422,413800,536400,16,27,1,0,0
12/31/428,416300,534100,17,1,808,0,0
12/55/52,415500,528500,51,0,521,0,0
12/40/193,416100,523800,20,80,0,0,0
12/41/102,413200,531700,0,0,6,0,0
12/41/103,413770,529646,163,155,347,0,0
12/53/67,424367,527972,0,0,379,0,0
12/54/3,409700,530400,146,0,1804,0,0
12/41/99,411500,531100,12,21,5,0,0
12/41/112,411827,529984,3,1,940,0,0
12/55/41,419300,523700,162,1,1,0,0
12/86/3,429800,522000,1,1,40,0,0
12/213/49,436929,521679,0,375,637,0,0
4/753/35,458800,522300,4,2,15,0,0
4/754/14,450400,515300,28,1,2,0,0
4/754/17,453300,515700,41,1,31,0,0
4/754/20,446400,515900,174,3,2,0,0
8/315/6,367900,513200,198,0,304,0,0
8/169/53,363200,534300,102,0,1301,0,0
8/314/6501,370300,527400,0,0,288,0,0
31/43/35,385400,579600,29,1,255,0,0
31/43/49,385727,585073,1,1,285,0,0
31/43/55,383193,581847,77,1,2189,0,0
31/43/80,383000,583700,2,1,186,0,0
31/43/130,383200,583400,7,2,1488,0,0
31/43/143,383627,586794,1,2,1493,0,0
31/43/147,383412,587723,2,1,2156,0,0
31/43/7002,382930,584256,1,1,18,0,0
31/43/9015,383875,583429,4,2,1548,0,0
31/44/6000,402000,577400,60,3,176,0,0
31/49/29,390200,587200,1,1,138,0,0
31/49/42,390900,584500,7,2,85,0,0
31/177/52,370813,557506,7,1,274,0,0
31/179/11,371400,565200,51,1,165,0,0
31/179/21,370000,564700,5,1,2110,0,0
31/179/41,369698,563859,38,1,31,0,0
31/179/129,368700,565100,2,1,129,0,0
31/179/137,370700,566000,1,1,26,0,0
31/179/139,371256,564871,2,1,1371,0,0
31/179/142,371578,564566,118,2,652,0,0
31/179/9022,372451,566613,1,1,96,0,0
31/180/16,365000,558000,8,2,45,0,0
31/181/35,376400,565100,4,1,53,0,0
31/181/91,377000,564800,1,1,30,0,0
31/185/16,373900,568300,1,1,33,0,0
31/186/35,379900,559700,5,2,161,0,0
31/186/7000,373344,556073,1,1,112,0,0
31/188/22,369531,570618,25,1,70,0,0
31/188/45,365700,566800,64,2,704,0,0
31/188/53,363604,566400,1,1,100,0,0
31/192/23,427600,590800,571,1,1,0,0
31/192/111,423400,585300,1,1,737,0,0
31/192/117,428300,587800,2,1,5,0,0
31/193/66,407528,579898,383,1,376,0,0
31/193/9014,407000,577500,6,1,1949,0,0
31/224/14,409700,587000,357,1,464,0,0
31/224/18,410800,585600,4,1,75,0,0
31/239/6,417400,584900,54,1,753,0,0
31/239/33,418485,584486,72,2,5769,0,0
31/239/7001,416651,585058,5,2,13,0,0
31/241/98,420128,586740,5,1,4,0,0
31/241/103,419206,584376,484,1,926,0,0
31/241/104,418924,584108,389,1,2090,0,0
31/241/106,419245,585181,9,2,2727,0,0
31/241/107,418965,585469,104,2,8,0,0
31/241/112,419387,584972,6,2,117,0,0
31/241/115,419219,586454,1,1,1,0,0
31/241/5002,419720,586947,2,1,3,0,0
31/241/5005,419277,585537,1,2,2450,0,0
31/241/5006,419405,585348,4,1,10,0,0
31/241/7002,420493,587001,48,1,60,0,0
31/241/7006,420036,585707,1,1,195,0,0
31/241/9056,420765,585946,9,1,309,0,0
31/243/24,406600,589100,384,1,2345,0,0
31/243/45,414499,591499,31,1,107,0,0
31/243/9009,412200,590400,1,2,132,0,0
31/255/7001,423100,587600,2,1,53,0,0
31/276/37,403825,586418,79,1,3054,0,0
31/276/40,401484,586199,1,2,1984,0,0
31/280/55,415900,578800,76,1,8127,0,0
31/338/352,383900,550900,3,2,334,0,0
31/338/360,384400,549100,4,2,1157,0,0
31/338/364,384100,556300,19,1,75,0,0
31/338/375,382800,557400,50,2,1,0,0
31/338/388,383500,550000,2,2,20,0,0
31/346/29,403566,561443,14,1,216,0,0
31/346/30,401915,561679,28,3,30,0,0
31/347/86,406000,561000,293,2,1,0,0
31/347/87,401556,559952,156,2,313,0,0
31/348/50,404205,562323,6,1,384,0,0
31/350/40,393200,571800,32,2,2222,0,0
31/350/98,390300,574800,11,3,46,0,0
31/350/6000,390492,575010,12,1,769,0,0
31/350/7000,390400,574700,178,3,2948,0,0
31/353/83,395822,560816,36,1,517,0,0
31/353/93,400000,564500,15,2467,1,0,0
31/353/126,399500,564800,556,2,43,0,0
31/353/128,399000,564300,3,3,116,0,0
31/353/9026,397500,563200,1,3,100,0,0
31/361/49,399988,569906,4,4,35,0,0
31/361/50,398100,572800,82,2,1,0,0
31/361/9002,400300,567748,137,3,2623,0,0
31/367/78,382500,563000,1,57,2,0,0
31/371/227,392428,561277,418,2,1,0,0
31/371/5002,391800,563300,355,1,1510,0,0
31/371/7004,390463,564869,117,2,357,0,0
31/371/7006,393822,564534,44,1,1129,0,0
31/371/7010,391884,562717,1,1,302,0,0
31/371/9059,391600,562900,37,1,576,0,0
31/371/9073,395212,563911,2,1,4,0,0
31/372/62,392100,557900,19,1,271,0,0
31/372/92,389604,548905,24,2,88,0,0
31/372/95,393084,558345,1,1,1641,0,0
31/378/24,390663,571212,1,1,1,0,0
31/378/9014,391838,570549,2,1,99,0,0
31/386/9010,383370,570576,15,3,2026,0,0
31/394/67,409500,563000,28,2,1,0,0
31/394/70,408992,562898,22,1,4799,0,0
31/394/7000,407883,561210,22,2,77,0,0
31/398/18,397400,566700,12,2,230,0,0
31/398/7000,397000,566300,385,2,8686,0,0
31/399/24,396086,551278,62,5,12,0,0
31/401/1,387900,574100,4,1,253,0,0
31/401/4,385600,574600,169,2,1232,0,0
31/401/43,386689,576197,1,1,1271,0,0
31/402/42,398100,557300,9,2,1,0,0
31/402/105,395900,558300,7,1,10,0,0
31/452/2,404455,587941,129,1,54,0,0
31/480/47,414161,568154,148,1,119,0,0
31/499/200,414100,578900,8,1,1,0,0
31/499/209,413400,574500,16,1,3,0,0
31/499/217,413971,577350,24,1,78,0,0
31/499/7004,402500,581700,2,2,1,0,0
31/499/7005,414900,578600,1,1,46,0,0
31/499/9002,419900,575500,8,2,1103,0,0
8/129/24,363000,566800,119,0,948,0,0
48/510/9026,467100,509900,0,0,18,0,0
31/14/9003,422100,556000,3,0,270,0,0
31/534/9003,366100,567200,160,0,1675,0,0
32/11/9001,372200,587500,23,0,47,0,0
32/14/9002,372200,587500,6,0,30,0,0
8/395/72,362100,520100,200,0,1044,0,0
8/395/73,362400,519700,85,0,298,0,0
48/3/19,432400,496200,0,0,40,0,0
48/16/9008,436300,500700,0,0,247,0,0
48/33/9007,441800,503300,0,0,18,0,0
48/52/9004,446900,491700,0,0,534,0,0
48/60/9016,446900,491700,0,0,21,0,0
48/85/9001,446900,491700,0,0,578,0,0
8/145/87,364000,531100,0,0,410,0,0
48/898/16,499500,493200,0,2113,8,0,0
12/146/7,423100,546700,99,0,775,0,0
12/175/216,403000,550000,114,0,534,0,0
12/176/1,414500,543600,313,0,903,0,0
12/176/15,413000,541300,557,0,1826,0,0
12/146/41,422400,546800,41,0,0,0,0
12/176/5,414600,543200,306,0,901,0,0
12/176/9,416100,543800,60,0,783,0,0
12/176/19,414200,544200,0,0,344,0,0
12/208/216,409000,538300,2,2,148,0,0
12/189/17,411900,543300,117,0,1157,0,0
12/189/20,413200,542600,132,0,304,0,0
12/189/29,409600,541800,266,0,1127,0,0
12/189/37,411600,541200,493,0,3142,0,0
12/208/3,410000,537600,194,0,1007,0,0
12/208/16,407800,536300,70,0,1297,0,0
12/208/78,410900,538400,0,0,97,0,0
12/208/89,413200,536400,20,0,641,0,0
12/208/92,413700,537300,250,0,1299,0,0
12/208/104,412600,536200,110,0,476,0,0
12/208/121,409500,540600,233,0,1383,0,0
12/208/27,405580,538209,246,0,1942,0,0
12/208/90,404166,533027,348,0,1310,0,0
12/208/111,412400,536600,49,0,1100,0,0
12/208/209,409600,537500,13,133,0,42,0
12/208/23,407800,536200,92,0,666,0,0
12/208/25,407500,536000,127,0,700,0,0
12/208/85,410100,537100,49,0,747,0,0
12/208/194,413300,534700,0,161,254,0,0
12/208/48,406600,539200,176,0,1866,0,0
12/208/206,408900,536200,143,0,1380,0,0
8/320/17,376300,509000,149,0,218,0,0
8/320/18,376600,510600,82,0,814,0,0
8/320/47,376500,507700,109,0,1304,0,0
8/314/46,369032,525048,56,0,909,0,0
8/315/7000,367833,512730,0,0,229,0,0
12/5/58,383800,531900,62,0,668,1,0
12/12/66,408282,525332,18,0,2,3,0
12/12/67,408200,525500,55,24,0,0,0
12/12/69,409900,525600,32,0,87,0,0
12/12/79,410700,526600,128,0,55,1,0
12/12/83,411330,526802,6,0,6,3,0
12/12/88,410600,526800,66,0,556,0,0
12/12/97,410100,526000,12,0,62,1,0
12/13/23,404300,520000,19,0,163,0,0
12/13/25,406700,522100,117,0,618,0,0
12/16/14,392500,526900,65,0,471,0,0
12/16/15,389700,528700,46,0,312,0,0
12/16/21,390600,528100,43,0,691,0,0
12/16/29,391000,528600,94,0,1082,0,0
12/16/33,391427,527592,9,0,169,0,0
12/83/57,428821,523443,0,0,905,0,0
12/84/2,431900,518200,59,0,70,0,0
8/395/24,362300,514900,383,0,2274,0,0
12/87/44,428500,519600,0,0,12,0,0
8/395/26,362500,513600,70,0,878,0,0
12/89/17,428600,510700,136,0,0,0,0
12/89/157,429800,519400,0,0,0,2,0
8/395/34,362400,513600,121,0,515,0,0
12/90/2,421100,519500,305,0,0,0,0
12/93/53,424100,523400,0,0,8,0,0
12/93/55,424200,523700,37,0,0,0,0
12/93/62,424500,524100,30,0,0,0,0
12/93/65,424500,524700,67,0,854,0,0
12/93/82,424500,521800,50,0,0,0,0
12/93/120,424900,523800,115,0,502,0,0
12/93/138,423989,523817,9,0,0,0,0
12/93/140,424900,522800,58,0,0,0,0
12/96/19,432000,510400,0,0,46,0,0
12/96/23,430000,509300,114,0,284,0,0
12/96/32,430300,511100,0,0,17,0,0
12/96/56,431100,510100,15,0,0,0,0
12/123/86,429100,532200,0,0,6,0,0
12/123/7001,428835,531583,0,0,294,0,0
12/125/23,428300,544300,210,0,569,0,0
8/398/15,362000,522100,137,0,783,0,0
8/398/22,363800,518700,134,0,1814,3,0
8/398/25,362200,520900,315,0,840,0,0
12/125/25,429300,545400,25,0,0,0,0
12/125/59,429100,547300,0,0,27,3,0
12/125/63,429100,545400,215,0,0,0,0
12/126/11,428200,536500,0,156,0,0,0
12/126/15,426500,537300,32,0,0,0,0
12/126/16,427300,537100,188,0,0,0,0
12/128/4,425600,536800,42,0,0,0,0
12/128/11,425900,535700,5,0,312,0,0
12/128/19,425652,535845,13,13,52,0,0
12/128/37,423100,534800,53,0,0,0,0
12/128/41,427900,535100,154,0,0,0,0
12/128/44,425700,529500,0,0,1345,0,0
12/128/46,426900,530300,0,0,201,0,0
12/128/78,423300,533200,114,0,544,0,0
12/175/316,411200,556200,30,150,0,0,0
12/175/317,407500,549700,0,0,0,5,0
12/176/62,413974,542036,279,0,1639,0,0
12/176/63,413700,542600,69,0,175,0,0
12/178/7,419600,543700,434,9,417,0,0
12/178/9,418600,544000,26,0,308,0,0
12/178/10,419000,543000,194,0,571,0,0
12/178/52,421000,544200,0,0,0,2,0
12/179/12,415200,550200,110,0,0,0,0
12/179/13,416026,549051,0,0,13,0,0
12/181/2,408800,548300,199,0,2060,0,0
12/234/37,438158,531782,0,0,255,0,0
12/237/2,433600,525200,300,0,0,0,0
12/237/7,433400,525400,72,0,0,0,0
12/237/11,433200,526600,186,0,0,0,0
12/237/31,433600,526700,61,0,315,0,0
12/237/34,431500,523000,54,696,283,0,0
12/237/37,430245,523955,86,0,1183,0,0
12/237/38,430100,523200,84,0,165,1,0
12/237/42,433800,523600,0,2186,0,0,0
12/238/130,436406,525755,22,61,0,0,0
12/238/135,438600,527400,0,0,46,0,0
12/265/4,427900,540300,220,132,509,0,0
12/265/9,426700,539000,39,0,0,0,0
12/265/105,421800,537400,0,0,251,0,0
12/265/106,416400,527900,6,0,57,0,0
12/265/107,427600,541500,15,0,0,0,0
12/265/113,418200,553800,0,0,82,0,0
12/273/211,387700,538800,93,0,518,0,0
12/273/216,386600,539300,18,0,106,0,0
12/602/7,390300,521800,51,0,1532,0,0
12/602/9,392300,522700,89,0,1256,0,0
12/602/11,394300,523400,116,0,435,0,0
12/602/15,392700,522600,181,0,2258,0,0
12/602/16,394704,523713,0,0,21,0,0
12/602/18,386300,528900,31,0,957,0,0
12/608/12,403900,511200,145,0,1661,0,0
12/608/15,403200,511300,157,0,686,2,0
12/692/4,402542,513125,122,0,225,0,0
12/692/18,393300,512400,71,0,1296,0,0
12/692/19,401100,513100,45,0,304,0,0
12/692/20,396200,513100,85,0,923,0,0
12/692/26,399000,513700,174,0,843,0,0
4/520/19,437100,515400,0,0,1105,0,0
12/63/23,434200,536500,3,10,1,1,0
48/69/33,433488,506005,5,1069,18,2,0
48/78/14,426000,512100,51,1,48,2,0
8/139/85,374740,540860,107,0,2876,0,0
8/139/238,371800,544000,0,0,30,0,0
8/139/252,375400,545500,0,0,152,0,0
8/139/306,374600,546300,0,0,75,0,0
8/139/318,371100,535000,0,0,0,1,0
8/139/327,377800,544800,0,0,28,0,0
8/139/334,370900,547800,0,0,30,0,0
8/139/337,373200,546700,58,0,200,0,0
12/208/221,407900,537700,14,2,1586,0,0
12/208/5002,405200,537400,233,1,28,0,0
12/208/6000,406700,536600,22,2,59,0,0
48/898/4,499100,492500,98,0,323,0,0
48/490/52,489118,507717,0,0,0,2,0
48/10/13,435000,500400,260,0,0,0,0
48/10/21,435847,500288,0,2,0,0,0
48/10/22,435900,499800,33,0,30,0,0
48/11/5,441300,494500,45,0,0,0,0
48/66/10,429719,507908,53,0,0,0,0
48/66/22,430200,506500,48,0,547,0,0
48/67/2,430900,504600,127,0,140,0,0
48/67/4,431600,503200,20,0,322,0,0
48/67/10,432700,504300,224,0,0,0,0
48/67/13,431800,505600,0,0,115,0,0
48/75/48,428300,503800,0,0,0,2,0
48/75/68,428230,503120,29,0,129,0,0
48/75/69,428600,504200,0,0,2,0,0
48/76/1,423900,501200,330,0,0,0,0
48/76/2,425551,501918,36,0,527,0,0
48/76/4,426400,500300,270,0,0,0,0
48/76/18,425500,501400,75,0,319,0,0
48/76/21,426506,501362,399,0,0,0,0
48/76/28,423229,500765,0,0,132,0,0
48/76/42,426819,501133,0,2042,0,0,0
48/76/46,425256,500282,2,0,0,0,0
48/78/1,425800,511200,158,0,64,1,0
48/78/5,426473,512165,127,153,105,0,0
48/123/12,428500,491400,0,0,0,3,0
48/128/8,423800,493100,222,0,23,0,0
48/128/9,424700,492400,13,0,106,0,0
48/128/11,424600,493200,0,0,10,0,0
48/128/12,423938,494538,2,0,1400,0,0
48/128/13,424400,493500,0,0,2,0,0
48/129/1,422600,493800,396,0,0,0,0
48/129/2,422763,493312,272,0,0,0,0
48/129/4,423100,492100,43,0,0,0,0
48/129/33,421154,494088,26,0,0,0,0
48/129/34,421800,493400,120,0,0,0,0
48/130/8,428300,493700,19,0,1056,0,0
48/130/15,429401,494868,226,0,384,0,0
48/130/16,429549,494739,2,0,82,0,0
48/142/13,471400,505900,436,0,192,0,0
48/142/14,471600,504100,79,0,216,0,0
48/142/15,470896,508471,7,0,49,0,0
48/142/17,470818,508696,43,0,52,3,0
48/142/18,468800,504600,7,0,71,4,0
48/142/19,468800,505800,89,0,375,0,0
48/142/21,469800,505500,0,0,1011,0,0
48/142/24,468456,507131,48,0,0,0,0
48/142/25,468700,508700,15,0,503,0,0
48/142/29,469000,508000,2,0,18,0,0
48/142/31,469600,503800,58,0,0,0,0
48/142/32,470723,508688,30,11,44,4,0
48/142/45,473273,507127,0,0,112,0,0
48/142/46,470804,508641,30,51,0,0,0
48/142/47,469900,506300,282,0,125,0,0
48/142/50,468364,507058,92,0,0,0,0
48/142/51,469200,507900,0,0,2,0,0
48/142/52,468800,505500,3,0,0,0,0
48/149/23,466100,505800,126,0,254,0,0
48/149/25,467100,505000,53,0,353,0,0
48/149/29,467900,505100,41,0,550,0,0
48/149/37,466400,506100,21,0,428,0,0
48/149/52,467951,505903,0,0,39,0,0
48/149/54,468000,507400,0,0,351,0,0
48/170/7,498700,496500,75,0,0,0,0
48/170/105,499300,496500,81,0,0,0,0
4/652/150,458400,517000,0,40,0,0,0
4/652/151,463200,519400,2,0,0,0,0
4/652/152,457700,513900,0,3,5,3,0
4/659/57,462700,521200,27,0,0,0,0
4/659/59,463400,520800,51,0,293,0,0
4/659/70,461300,520900,0,0,0,1,0
4/660/4,467400,519700,65,0,0,0,0
4/660/9,465300,518400,7,0,0,0,0
4/660/27,466600,518400,342,0,0,0,0
4/660/28,464600,516700,158,0,0,0,0
4/660/49,465200,518400,111,0,0,0,0
4/660/50,463600,518000,185,0,53,0,0
4/660/102,468000,519200,0,1103,0,0,0
48/185/1,499867,498692,0,0,1379,0,0
48/185/6,499100,498000,24,0,0,0,0
48/185/10,499900,498600,3,296,109,0,0
48/185/13,499300,499800,0,0,60,0,0
48/185/17,499062,498481,0,0,191,0,0
48/277/13,466600,491400,59,0,330,0,0
48/277/33,466700,492100,0,1,205,0,0
48/305/1,467400,494100,115,0,338,0,0
48/305/3,464400,498800,0,0,202,0,0
48/305/8,466700,496400,114,0,1187,0,0
48/305/10,466500,495000,232,0,1636,0,0
48/305/11,465400,497800,77,0,1143,0,0
48/305/17,462746,499990,131,0,1385,0,0
48/305/20,466800,496000,82,10,414,0,0
48/305/23,467100,494800,127,0,525,0,0
48/305/26,464800,498300,12,0,0,1,0
48/305/28,467900,491400,68,0,789,0,0
48/305/31,468100,491500,1,0,169,0,0
48/305/34,464200,499300,68,0,727,0,0
48/305/39,465100,498000,0,0,281,0,0
48/305/40,466500,493100,0,0,214,0,0
48/306/3,472600,495300,110,0,862,2,0
48/306/12,471500,495900,0,0,10,0,0
48/306/16,471000,496700,121,0,1035,0,0
48/306/17,469421,496551,0,0,215,0,0
48/306/18,469451,496910,44,7,150,22,0
48/308/36,461477,497564,53,0,567,0,0
48/308/37,461700,495600,15,0,5,0,0
48/310/10,446200,509000,8,0,330,0,0
48/310/21,442800,507500,0,0,57,0,0
48/311/1,442800,503300,159,0,0,0,0
48/311/3,443100,505300,82,0,832,0,0
48/311/11,442200,503300,0,0,4,0,0
48/313/17,438500,510200,74,0,0,0,0
48/541/2,440800,494100,99,0,383,0,0
8/323/9006,378500,502600,1,1,1408,0,0
8/324/7001,364500,530100,33,2,1830,0,0
8/325/27,377500,506700,1,1,209,0,0
8/327/10,382600,512200,1,1,3422,0,0
8/327/48,380300,513800,7,1,68,0,0
48/367/15,399500,498500,48,0,0,0,0
48/367/17,397200,497800,20,0,660,0,0
48/367/20,398400,498000,116,0,1133,0,0
48/367/22,399900,499100,13,0,120,0,0
48/367/34,394500,498300,24,0,620,0,0
48/367/40,399700,498900,16,0,180,0,0
48/369/26,388900,499900,8,0,0,0,0
48/369/31,389200,501000,0,0,305,0,0
48/369/37,392500,497400,112,0,1418,0,0
48/369/38,389559,497954,57,0,617,0,0
48/369/51,389484,497996,40,0,1920,10,0
48/369/53,386300,503300,40,0,1518,2,0
48/369/62,389300,501300,41,0,887,0,0
48/369/68,390947,497966,29,0,227,0,0
48/369/70,388700,502200,34,0,1603,0,0
48/369/72,393600,497800,71,0,577,0,0
48/369/75,389500,501300,9,0,1107,3,0
48/369/77,388910,497580,33,0,684,0,0
48/369/78,389000,500500,14,0,373,0,0
48/369/81,389200,500800,20,0,813,0,0
48/369/82,389300,498200,37,0,603,0,0
48/369/101,393108,497493,68,0,1703,0,0
48/392/1,414600,493600,356,0,1516,0,0
48/392/5,413300,494800,136,0,0,0,0
48/392/7,414200,493500,0,0,919,0,0
48/392/14,415100,493700,0,1,14,5,0
48/393/15,412300,494100,389,0,0,0,0
48/393/7000,410644,494171,3,0,0,0,0
48/410/38,388307,492480,296,0,2973,2,0
48/450/10,481500,498700,0,0,0,2,0
48/456/23,471700,496900,105,0,0,0,0
48/456/27,473600,495100,197,0,273,0,0
48/456/28,469700,499000,29,0,0,0,0
48/456/55,470400,498800,45,0,0,0,0
48/456/56,471700,497900,18,0,0,0,0
48/456/57,473000,497000,0,0,1,0,0
48/456/58,469600,499468,88,0,794,0,0
48/456/60,471200,497500,0,0,4,0,0
48/458/3,476200,494100,17,0,40,0,0
48/458/6,475400,496900,71,0,2235,0,0
48/458/10,475600,493800,11,0,0,1,0
48/458/15,475800,496100,108,0,332,0,0
48/458/19,475500,495900,39,0,0,0,0
48/458/21,475500,494700,237,0,0,0,0
48/458/23,475778,495489,25,0,214,0,0
48/458/44,474300,494300,117,551,146,0,0
48/458/53,475713,495482,52,0,390,0,0
48/467/357,481800,495300,84,0,147,0,0
48/467/363,479400,493700,4,0,0,0,0
48/467/375,479412,493372,147,0,751,0,0
48/467/379,480952,494528,0,0,10,0,0
48/467/386,479214,491316,15,0,29,3,0
48/467/7001,479700,494000,6,0,0,0,0
48/476/29,479107,500776,236,0,2291,0,0
48/476/30,480900,500300,133,0,282,0,0
48/479/40,493416,502965,98,0,0,0,0
48/479/58,494200,505800,153,0,232,0,0
48/501/89,490266,509481,90,0,134,0,0
48/501/101,489398,509583,39,0,0,0,0
48/501/104,489200,510200,0,0,13,4,0
4/756/9000,467500,516200,2,162,2,0,0
4/756/9005,465676,516499,2,4150,2,0,0
48/501/112,489100,509900,0,2,0,0,0
8/775/18,363800,494700,72,0,1009,0,0
8/775/19,362900,494500,159,0,1387,0,0
8/775/25,367600,492400,0,0,163,0,0
8/775/27,367900,492900,176,0,1771,0,0
8/775/36,362600,497600,21,0,530,0,0
8/775/37,369300,493300,54,0,2293,0,0
8/775/39,363800,492800,8,0,0,0,0
8/775/41,368500,492400,47,0,606,0,0
8/775/82,363700,493900,0,0,196,0,0
12/112/5,425000,543600,136,0,0,0,0
12/116/33,424500,540800,15,0,0,0,0
12/116/116,424700,539400,0,0,173,0,0
12/118/14,431600,538600,13,0,625,0,0
12/123/18,427800,531700,25,0,0,0,0
8/416/6,367500,517600,77,0,163,0,0
8/417/2,372100,523200,177,0,2539,0,0
4/612/6,446500,511300,0,0,311,0,0
4/614/2,443300,514600,162,0,633,0,0
4/614/3,443700,515100,191,0,734,0,0
4/614/5,443300,513800,0,0,15,0,0
4/646/116,470900,515100,7,0,0,0,0
4/646/120,475400,519200,0,2,49,33,0
4/646/127,475300,518500,0,299,605,0,0
4/646/134,471900,517000,1,17,0,0,0
4/753/16,460000,521300,31,0,0,0,0
