cph,easting,northing,cattle,pigs,sheep,goats,deer
12/55/124,417600,525300,1.04492590527643,0.0385897432780373,0.0116485382376184,0,0
12/55/127,419400,526100,0,19.2948716390186,0,0,0
12/86/9,431700,521600,4.32664632653523,0,0,0,0
12/86/10,430600,522100,2.10617877782281,0,1.15087557787670,0,0
12/86/12,430200,521300,0.114288770889610,0,1.32793335908850,0,0
12/90/3,421700,518900,1.95923607239331,0,3.58774977718648,0,0
12/93/4,423700,521400,0.391847214478662,0.675320507365652,0.279564917702843,0,0
12/93/12,422400,522400,1.60004279245454,0,0,0,0
12/93/33,424134,523972,1.43677311975510,0,2.66984496406215,0,0
12/93/45,421400,523500,2.90620017405008,0,0,0,0
